item_date_published,date,item_title,item_description,item_link
2017-07-05T09:20:10Z,2017-07-05,"Wednesday, July 5, 2017","<p>When Medicaid was created in 1965, it was barely discussed. But now it’s so big — and so popular — that a proposal to roll it back could sink the Republican plan to repeal the Affordable Care Act. Guests: Kate Zernike, a Times reporter. For more information on today’s episode, visit http://nyti.ms/2tdjJ1C.</p>",https://www.nytimes.com/2017/07/05/podcasts/the-daily/medicaid-republican-party-obamacare.html
2017-06-30T09:38:05Z,2017-06-30,"Friday, June 30, 2017","<p>As a limited travel ban goes into effect, the Trump administration has defined what constitutes a “bona fide” relationship: who’s close family, and who’s not, for visitors from six predominantly Muslim nations. Guests: Michael D. Shear, White House correspondent for The New York Times, and Suzanne Ramazani, who is planning a wedding and worries that her Iranian relatives won’t be able to attend. For more information on today’s episode, visit http://nyti.ms/2udDieF.</p>",https://www.nytimes.com/2017/06/30/podcasts/the-daily/the-daily-bona-fide-trump-travel-ban.html
2017-06-29T09:42:07Z,2017-06-29,"Thursday, June 29, 2017","<p>The United States says its goal in Syria is to help its allies defeat the Islamic State, not to fight the government. But it’s getting harder stay out of the civil war. Guests: Helene Cooper, the Pentagon correspondent for The New York Times; Jennifer Steinhauer, who covers Congress. For more information on today’s episode, visit http://nyti.ms/2tdgVBP.</p>",https://www.nytimes.com/2017/06/29/podcasts/the-daily/the-daily-is-the-us-at-war-with-syria.html
2017-06-28T09:49:46Z,2017-06-28,"Wednesday, June 28, 2017","<p>The Senate vote on the health care bill is off — for now. We focus on Maine, where Senator Susan Collins has been a vocal opponent of the proposal. And what happens to family members who witness police shootings? Guests: Jennifer Steinhauer, who covers Congress; Lee Umphrey, the chief executive of a health center in Maine; Yamiche Alcindor, who covered the shooting of Philando Castile. Caitlin Dickerson is our host; Michael Barbaro is on vacation. For more information on today’s episode, visit http://nyti.ms/2uo8uVi.&nbsp;</p>",https://www.nytimes.com/2017/06/28/podcasts/the-daily/the-daily-what-the-health-bill-means-for-maine.html
2017-06-27T09:52:05Z,2017-06-27,"Tuesday, June 27, 2017","<p>On the last day of its term, the Supreme Court said it would take the case about the legality of President Trump’s travel ban. We discuss the path of the travel ban through the lower courts, the key role of two justices in determining the outcome and what this means for refugees. Guests: Adam Liptak, who covers the Supreme Court; Nicholas Kulish, who covers immigration. Caitlin Dickerson is our host; Michael Barbaro is on vacation. For more information on today’s episode, visit http://nyti.ms/2tMr8XN.</p>",https://www.nytimes.com/2017/06/27/podcasts/the-daily/the-daily-president-trumps-travel-ban-goes-to-the-top.html
2017-06-26T09:43:52Z,2017-06-26,"Monday, June 26, 2017","<p>President Trump’s promise to repeal Obamacare could come down to one issue: abortion. And how the families of people killed by undocumented immigrants have become an emotional cornerstone of another signature issue for the Trump administration.&nbsp;Guests: Sheryl Gay Stolberg, a White House correspondent for The Times; Vivian Yee, who covers immigration for The Times; and Steve Ronnebeck, whose 21-year-old son, Grant, was shot and killed by an illegal immigrant. Caitlin Dickerson is our host; Michael Barbaro is on vacation. For more information on today’s episode, visit http://nyti.ms/2u80Xxf.</p>",https://www.nytimes.com/2017/06/26/podcasts/the-daily/obamacare-planned-parenthood.html
2017-06-23T09:41:09Z,2017-06-23,"Friday, June 23, 2017","<p>The secret is out. The Senate has unveiled its health care bill. And after all the waiting, what was promised to be a drastic revamp of the House bill looks a lot like the House bill. Plus: The second in our two-part series on the opioid crisis. Guests: Jennifer Steinhauer, who covers Congress; Nathaniel Popper, a reporter for The Times; Joe Pinjuh, chief of the organized crime task force in the United States attorney’s office in Cleveland; and Josh Lytle, a recovering fentanyl addict who works in East Liverpool, Ohio. Caitlin Dickerson is our host; Michael Barbaro is on vacation. For more information on today’s episode, visit http://nyti.ms/2vbkHgj.</p>",https://www.nytimes.com/2017/06/23/podcasts/the-daily/the-daily-the-senates-health-care-bill-unveiled.html
2017-06-22T09:39:02Z,2017-06-22,"Thursday, June 22, 2017","<p>We replay the dramatic hours at a hotel room in Chicago leading up to Travis Kalanick’s resignation as the chief executive of Uber. Plus: Part I of a two-part series on the opioid crisis ravaging American cities, which has escalated to a whole new level with the spread of a drug 50 times more powerful than heroin. Guests: Mike Isaac, who has been writing about Mr. Kalanick for the last three years; and Nathaniel Popper, who covers finance and technology for The Times. Caitlin Dickerson is our host; Michael Barbaro is on vacation. For more information on today’s episode, visit http://nyti.ms/2sFqeM1.</p>",https://www.nytimes.com/2017/06/22/podcasts/the-daily/the-daily-travis-kalanicks-final-hours-with-uber.html
2017-06-21T09:53:53Z,2017-06-21,"Wednesday, June 21, 2017","Former prisoners subjected to “enhanced interrogation” techniques developed after Sept. 11 have filed a lawsuit — not against the C.I.A., which is protected, but against two psychologists. We discuss what has been revealed by the depositions. Guest: Sheri Fink, who has written about the lawsuit. Caitlin Dickerson is our host; Michael Barbaro is on vacation. For more information on today’s episode, visit http://nyti.ms/2sYeas8. ",https://www.nytimes.com/2017/06/21/podcasts/the-daily/the-daily-interrogation-on-trial.html
2017-06-20T09:43:53Z,2017-06-20,"Tuesday, June 20, 2017","The battle for Mosul is entering its final and most challenging phase, with Iraqi forces there engaged in the most intensive urban warfare since World War II. The Times embeds with one Iraqi unit. Guests: Ben C. Solomon, a video journalist who has been following Iraqi fighters in Mosul; Adam Liptak, who discusses the Supreme Court’s decision to consider whether partisan gerrymandering violates the Constitution. Caitlin Dickerson is our host; Michael Barbaro is on vacation. For more information on today’s episode, visit http://nyti.ms/2twhjwL. ",https://www.nytimes.com/2017/06/20/podcasts/the-daily/the-daily-a-major-in-mosul.html
2017-06-19T09:39:54Z,2017-06-19,"Monday, June 19, 2017","Why Senate leaders are crafting the most important legislation of the Trump presidency in secret. Guest: Carl Hulse, who covers Congress. For more information on today’s episode, visit http://nyti.ms/2rIs7dC.",https://www.nytimes.com/2017/06/19/podcasts/the-daily/the-daily-the-secret-health-care-overhaul.html
2017-06-16T09:51:08Z,2017-06-16,"Friday, June 16, 2017","Two closely watched trials are heading toward a verdict. We discuss the complexities of both cases. Guests: Katharine Q. Seelye, who has been covering a manslaughter case in Taunton, Mass., involving texts between two teenagers; Lili Bernard, one of Bill Cosby’s accusers who has been attending his now-deadlocked trial in Norristown, Pa. For more information on today’s episode, visit http://nyti.ms/2rFwYIE. For two weeks, we’re offering listeners a free trial of a New York Times digital subscription. Visit nytimes.com/dailytrial to sign up.",https://www.nytimes.com/2017/06/16/podcasts/the-daily/michelle-carter-bill-cosby-trials.html
2017-06-15T09:48:05Z,2017-06-15,"Thursday, June 15, 2017","Moments before he opened fire, the gunman asked who was on the baseball field: Democrats or Republicans. And what happens when a 400-year-old play about one of history’s most infamous acts of political violence is adapted for today? We discuss political violence at a time of extreme partisanship. Guests: Michael Shear, who covered Wednesday’s shooting in Alexandria, Va.; Michael Cooper, an arts reporter. For more information on today’s episode, visit nytimes.com/thedaily. For two weeks, we’re offering listeners a free trial of a New York Times digital subscription. Visit nytimes.com/dailytrial to sign up.",https://www.nytimes.com/2017/06/15/podcasts/the-daily/the-daily-political-violence-in-a-time-of-partisanship.html
2017-06-14T10:05:37Z,2017-06-14,"Wednesday, June 14, 2017","Attorney General Jeff Sessions took his turn appearing before the Senate Intelligence Committee investigating Russian interference in the 2016 election. We discuss his testimony. Plus: a dispatch from the courthouse in Norristown, Pa., where after more than 16 hours of deliberation over two days, the jurors in the Bill Cosby sexual assault case have still not been able to reach a verdict. Guests: Matt Apuzzo, who has been covering the investigation into possible ties between the Trump campaign and Russia; Graham Bowley, who is covering Mr. Cosby’s trial. For more information on today’s episode, visit nytimes.com/thedaily. For two weeks, we’re offering listeners a free trial of a New York Times digital subscription. Visit nytimes.com/dailytrial to sign up.",https://www.nytimes.com/2017/06/14/podcasts/the-daily/jeff-sessions-testimony-bill-cosby-trial.html
2017-06-13T10:03:00Z,2017-06-13,"Tuesday, June 13, 2017","Her disclosure of classified documents in 2010 ushered in the age of leaks. Now Chelsea Manning has been freed from prison and talks about why she did it — and everything that followed. Guest: Matt Shaer, a contributing writer for the magazine, who narrates the tapes from his conversation with Ms. Manning, her first in-person, on-the-record interview in almost a decade. For more information on today’s episode, visit nytimes.com/thedaily. For two weeks, we’re offering listeners a free trial of a New York Times digital subscription. Visit nytimes.com/dailytrial to sign up.",https://www.nytimes.com/2017/06/13/podcasts/the-daily/the-daily-the-chelsea-manning-interview.html
2017-06-12T09:44:24Z,2017-06-12,"Monday, June 12, 2017","James Comey says he took it as a command. President Trump says he never even said it. We discuss the one word that an obstruction of justice case could turn on: “hope.” Guests: Adam Liptak, who covers the Supreme Court; David E. Sanger, who has been reporting on U.S. cyberattacks. For more information on today’s episode, visit nytimes.com/thedaily. For two weeks, we’re offering listeners a free trial of a New York Times digital subscription. Visit nytimes.com/dailytrial to sign up.",https://www.nytimes.com/2017/06/12/podcasts/the-daily/hope-obstruction-of-justice.html
2017-06-09T09:42:00Z,2017-06-09,"Friday, June 9, 2017","James Comey’s testimony on Thursday reveals that the leak of a James Comey memo was orchestrated by ... James Comey. We discuss why the former F.B.I. director leaked the memo, and the sequence of events he intentionally set in motion to get it to The Times. Guests: Matt Apuzzo and Michael Schmidt, who cover national security for The Times. For more information on today’s episode, visit nytimes.com/thedaily. For two weeks, we’re offering listeners a free trial of a New York Times digital subscription. Visit nytimes.com/dailytrial to sign up.",NA
2017-06-08T09:53:24Z,2017-06-08,"Thursday, June 8, 2017","James Comey goes before the Senate Intelligence Committee today. We talk through his prepared remarks, and look at what President Trump might have meant when he said “we had that thing you know.” And why would Islamic State militants be targeting Iran? Guests: Michael S. Schmidt, who has broken several stories about encounters between President Trump and Mr. Comey; Thomas Erdbrink, The Times’s Tehran bureau chief. For more information on today’s episode, visit nytimes.com/thedaily. For the next two weeks, we’re offering listeners a free trial of a New York Times digital subscription. Visit nytimes.com/dailytrial to sign up.",https://www.nytimes.com/2017/06/08/podcasts/the-daily/the-daily-james-comey-explains-his-memos.html
2017-06-07T11:10:33Z,2017-06-07,"Wednesday, June 7, 2017","Afghanistan was barely mentioned in last year’s election. But while U.S. attention has turned from the Taliban to the Islamic State, the Taliban are back, stronger than ever, and the government is on the brink of collapse. Guests: Mujib Mashal, our senior correspondent in Afghanistan; Helene Cooper, who covers the Pentagon. For more information on today’s episode, visit nytimes.com/thedaily. For the next two weeks, we’re offering listeners a free trial of a New York Times digital subscription. Visit nytimes.com/dailytrial to sign up.",https://www.nytimes.com/2017/06/07/podcasts/the-daily/the-daily-the-view-from-kabul.html
2017-06-06T09:45:08Z,2017-06-06,"Tuesday, June 6, 2017","We go back to 2008, when the Republican candidate for president campaigned on a plan to fight global warming. How, in just nine years, did the G.O.P. go from combating climate change to arguing it doesn’t exist? And several mayors and governors have come forward in recent days to say that their cities and states would meet the Paris commitment, with or without Washington. We talk with one of them. Guests: Carol Davenport, who covers the environment; Jerry Brown, the governor of California. For more information on today’s episode, visit nytimes.com/thedaily. For the next two weeks, we’re offering listeners a free trial of a New York Times digital subscription. Visit nytimes.com/dailytrial to sign up.",https://www.nytimes.com/2017/06/06/podcasts/the-daily/the-daily-jerry-browns-carbon-pledge.html
2017-06-05T09:39:53Z,2017-06-05,"Monday, June 5, 2017","What we know and don’t know about the attack in London on Saturday; a discussion of the political context; and what role the Islamic State might have played. Plus: a brief history of back channels. Guests: Rukmini Callimachi, who covers the Islamic State for The Times; Katrin Bennhold, a reporter based in London; David E. Sanger, chief Washington correspondent. For more information on today’s episode, visit nytimes.com/thedaily. And as mentioned on today’s show, we’re offering listeners a free trial of a New York Times digital subscription. Visit nytimes.com/dailytrial to sign up. ",https://www.nytimes.com/2017/06/05/podcasts/the-daily/theresa-may-enough-is-enough.html
2017-06-02T09:31:04Z,2017-06-02,"Friday, June 2, 2017","The president says he’s putting Pittsburgh ahead of Paris, and announced the withdrawal of the United States from the global climate agreement. We discuss the months leading up to that remarkable decision — and what happens next. Guests: Michael D. Shear, a White House reporter; Brad Plumer, who covers the climate. For more information on today’s episode, visit http://nyti.ms/2rMsWBj.",https://www.nytimes.com/2017/06/02/podcasts/the-daily/the-daily-pittsburgh-before-paris.html
2017-06-01T09:42:33Z,2017-06-01,"Thursday, June 1, 2017","President Trump is to announce today whether he’ll withdraw the United States from the Paris climate agreement. What would it mean for the biggest carbon polluter in history to abandon the most ambitious effort to fight climate change? Guests: Justin Gillis, who covers the science and policy implications of climate change; Max Fisher and Amanda Taub, who write the Interpreter column. For more information on today’s episode, visit http://nyti.ms/2qIOb7K.",https://www.nytimes.com/2017/06/01/podcasts/the-daily/the-daily-understanding-the-paris-climate-deal.html
2017-05-31T09:39:11Z,2017-05-31,"Wednesday, May 31, 2017","How noncompete clauses — once limited to senior executives — are gaining power over American workers. Plus: The president returns to Washington with family business to attend to. Guests: Conor Dougherty, who covers economics for The Times; Peter Baker, chief White House correspondent. For more information on today’s episode, visit http://nyti.ms/2sp8Wlf.",https://www.nytimes.com/2017/05/31/podcasts/the-daily/non-compete-clauses.html
2017-05-30T09:40:29Z,2017-05-30,"Tuesday, May 30, 2017","A profile of five of the people responsible for figuring out Russia’s role in the 2016 election: the new special counsel, and four Senate Republicans who say they will follow evidence wherever it leads. Guests: Matt Apuzzo, who reports on law enforcement and security matters; Carl Hulse, who covers Congress. For more information on today’s episode, visit http://nyti.ms/2qzVjPC.",https://www.nytimes.com/2017/05/30/podcasts/the-daily/the-daily-the-investigators.html
2017-05-26T09:56:06Z,2017-05-26,"Friday, May 26, 2017","How John Shields planned his perfect death, and what Canada has learned by allowing 1,300 terminally ill people to do the same. Guest: Catherine Porter, who has been following one man seeking control of his death. For more information on today’s episode, visit http://nyti.ms/2rzIGIg.",https://www.nytimes.com/2017/05/26/podcasts/the-daily/the-daily-planning-the-perfect-death.html
2017-05-25T09:55:05Z,2017-05-25,"Thursday, May 25, 2017","How the unsolved murder of Seth Rich has become a case study of how and why fake news endures. And a look at the two members of the Trump campaign who Russia identified as its best chance of influencing Donald Trump. Guests: Michael Grynbaum, a media correspondent for The New York Times; Matthew Rosenberg, who covers intelligence and national security. For more information on today’s episode, visit http://nyti.ms/2riBDTE.",https://www.nytimes.com/2017/05/25/podcasts/the-daily/seth-rich-fake-news.html
2017-05-24T09:50:35Z,2017-05-24,"Wednesday, May 24, 2017","The Islamic State has now claimed credit for the attack in Manchester, England. What happens in the hours between an act of terror and the claiming of responsibility? Plus: highlights from the latest testimony of a U.S. official about ties between Russia and the Trump campaign. Guests: Rukmini Callimachi, who covers the Islamic State; Matt Apuzzo, who covers the C.I.A. For more information on today’s episode, visit http://nyti.ms/2rD5ve0.",https://www.nytimes.com/2017/05/24/podcasts/the-daily/manchester-isis.html
2017-05-23T09:58:07Z,2017-05-23,"Tuesday, May 23, 2017","President Trump arrived in Israel with a message from the Muslim world: If Israel wants peace with its Arab neighbors, it’ll have to compromise with the Palestinians. And Michael Flynn has been out of the White House for three months. But his saga continues. Guests: Peter Baker, who is traveling with the president; Matthew Rosenberg, who has been reporting on Mr. Flynn. For more information on today’s episode, visit http://nyti.ms/2qOCsTu.",https://www.nytimes.com/2017/05/23/podcasts/the-daily/trump-in-israel.html
2017-05-22T09:42:23Z,2017-05-22,"Monday, May 22, 2017","We turn our focus away from Washington intrigue and go to Saudi Arabia, where President Trump was welcomed this weekend, and to China, whose government intentionally crippled American spying operations by killing C.I.A. informants, a Times investigation shows. Guests: Peter Baker, who is in Saudi Arabia with the president; Mark Mazzetti, who has been investigating the mysterious deaths in China. For more information on today’s episode, visit http://nyti.ms/2qfbgtv.",https://www.nytimes.com/2017/05/22/podcasts/the-daily/trump-saudi-arabia-speech.html
2017-05-19T22:50:52Z,2017-05-19,Special Edition: ‘Nut Job’,"The day after President Trump fired James Comey, the president told top Russian officials that in dismissing the F.B.I. director, whom he called a “nut job,” the pressure was “taken off.” Guests: Maggie Haberman and Matt Apuzzo, who broke the story. For more information on today’s episode, visit http://nyti.ms/2q2jcD5.",https://www.nytimes.com/2017/05/19/podcasts/the-daily/the-daily-special-edition-what-trump-told-the-russians-about-firing-comey.html
2017-05-19T09:46:16Z,2017-05-19,"Friday, May 19, 2017","The latest revelations from the Comey memos and from James Comey’s confidant, who talked on the record — and on tape — to The New York Times. Guest: Michael S. Schmidt, who has broken several stories in the last two weeks about encounters between President Trump and Mr. Comey. For more information on today’s episode, visit http://nyti.ms/2qLMCVk.",https://www.nytimes.com/2017/05/19/podcasts/the-daily/the-daily-more-comey-memos-more-revelations.html
2017-05-18T09:50:43Z,2017-05-18,"Thursday, May 18, 2017","Who are Robert Mueller and Rod Rosenstein? A closer look at two of the players at the center of the investigation into ties between President Trump’s campaign and Russian officials. Guests: Matt Apuzzo, who covers the F.B.I. for The Times; Glenn Thrush, who covers the White House; Megan Brown, a lawyer in Maryland who first met Mr. Rosenstein back in 2000 when he hired her for her first law internship. For more information on today’s episode, visit http://nyti.ms/2ry4DUZ.",https://www.nytimes.com/2017/05/18/podcasts/the-daily/robert-mueller-rod-rosenstein.html
2017-05-17T10:00:47Z,2017-05-17,"Wednesday, May 17, 2017","James Comey’s secret memos: We discuss the latest revelations about President Trump, Mr. Comey, Russia and Israel. Guests: Michael S. Schmidt, who broke the story about the former F.B.I. director’s memo detailing a conversation with President Trump; Adam Liptak, who explains obstruction of justice; Adam Goldman, who discusses Israel’s role. For more information on today’s episode, visit http://nyti.ms/2rujm3q.",https://www.nytimes.com/2017/05/17/podcasts/the-daily/the-daily-the-secret-memos-of-james-comey.html
2017-05-16T09:36:22Z,2017-05-16,"Tuesday, May 16, 2017","What we’ve learned about President Trump’s Oval Office meeting with top Russian officials the day after he fired James Comey, the F.B.I. director investigating his campaign’s ties to Russia. Plus: how efforts by the U.S. government to protect against a cyberattack may have enabled one. Guests: Matthew Rosenberg, who covers intelligence and national security; David E. Sanger, the chief Washington correspondent for The Times. For more information on today’s episode, visit http://nyti.ms/2pVBUrl.",https://www.nytimes.com/2017/05/16/podcasts/the-daily/trump-classified-information-russia.html
2017-05-15T09:46:28Z,2017-05-15,"Monday, May 15, 2017","James Comey’s firing has raised questions of a White House cover-up and drawn comparisons to Nixon’s midnight massacre. But is there a version of this story that suggests it amounts to little? Plus: the case for and against politics from the pulpit. Guests: Jeremy W. Peters, who has been covering the reaction to Mr. Comey’s firing in the conservative news media; Laurie Goodstein, the religion correspondent for The Times. For more information on today’s episode, visit http://nyti.ms/2pRTvAg.",https://www.nytimes.com/2017/05/15/podcasts/the-daily/the-daily-outrage-over-outrage.html
2017-05-12T09:50:02Z,2017-05-12,"Friday, May 12, 2017","The White House’s story about James Comey’s firing is unraveling. Among those contradicting the president is the president. Guests: Michael S. Schmidt, who has been reporting on the secret conversation that may have doomed Mr. Comey; Matthew Rosenberg, who followed Thursday’s testimony by Andrew G. McCabe, the acting director of the F.B.I. For more information on today’s episode, visit nytimes.com/thedaily.",https://www.nytimes.com/2017/05/12/podcasts/the-daily/comey-trump-loyalty-versus-honesty.html
2017-05-11T09:49:30Z,2017-05-11,"Thursday, May 11, 2017","Was James Comey’s fate decided two days ago, or two months ago? The Times follows the path to what now looks like his inevitable dismissal as F.B.I. director. Plus: the view from inside an F.B.I. that has just lost its leader. Guests: Peter Baker, chief White House correspondent for The Times; Adam Goldman, who covers the F.B.I.; Frank Montoya, Jr., who spent 26 years working in the F.B.I. before retiring last year. For more information on today’s episode, visit http://nyti.ms/2prYBrB.",https://www.nytimes.com/2017/05/11/podcasts/the-daily/comey-fbi-view-from-inside.html
2017-05-10T21:41:24Z,2017-05-10,Refresher: James Comey and the 2016 Election,"On Tuesday evening, President Trump fired the director of the F.B.I., citing his handling of the inquiry into Hillary Clinton’s emails. In case you missed it, here’s our earlier episode on how Mr. Comey handled investigations into Mrs. Clinton’s conduct and Mr. Trump’s associates, and powerfully shaped the 2016 election. For more information on today’s episode, visit http://nyti.ms/2pvfyRr.",https://www.nytimes.com/2017/04/24/podcasts/the-daily/the-daily-james-comey-and-the-2016-election.html
2017-05-10T09:50:29Z,2017-05-10,"Wednesday, May 10, 2017","James Comey, the director of the F.B.I., oversaw two major investigations involving the presidential election: one into Hillary Clinton’s emails, and the other into possible collusion between the Trump campaign and Russian officials. The question now is, which inquiry got him fired? Guests: Michael Schmidt, who pieced together how Mr. Comey learned of his ouster; Matt Apuzzo, a Times reporter based in Washington. For more information on today’s episode, visit http://nyti.ms/2pFCJoT.",https://www.nytimes.com/2017/05/10/podcasts/the-daily/james-comey-fired.html
2017-05-09T09:35:39Z,2017-05-09,"Tuesday, May 9, 2017","President Barack Obama said not to hire him. The attorney general said he was susceptible to blackmail. We discuss two new accounts of when Donald J. Trump was warned about Michael T. Flynn — and didn’t act. Plus: What is life like under Boko Haram? Guests: Matt Apuzzo, a Times reporter based in Washington; Dionne Searcey, the West Africa bureau chief. For more information on today’s episode, visit http://nyti.ms/2q9Yxvo.",https://www.nytimes.com/2017/05/09/podcasts/the-daily/michael-flynn-boko-haram.html
2017-05-08T09:54:42Z,2017-05-08,"Monday, May 8, 2017","Free speech on college campuses: why conservatives say they’re the ones being silenced. Plus: Why Marine Le Pen’s resounding defeat in the French presidential election could be seen as a victory for her right-wing party. Guests: Jeremy W. Peters, who has been reporting on the free speech battle on college campuses; Alissa J. Rubin, the New York Times bureau chief in Paris. For more information on today’s episode, visit http://nyti.ms/2q1B0ef.",https://www.nytimes.com/2017/05/08/podcasts/the-daily/free-speech-campus-conservatives.html
2017-05-05T09:59:12Z,2017-05-05,"Friday, May 5, 2017","To win France’s presidential election on Sunday, Marine Le Pen must show she has rejected the man who founded her party. The problem is, it’s her father. Plus: Thursday’s health care vote, explained. Guests: Jennifer Steinhauer, who covers Congress; Adam Nossiter, who is covering the French election from Paris; Aurore Lahondes, a 19-year-old National Front voter. For more information on today’s episode, visit http://nyti.ms/2qlxz59.",https://www.nytimes.com/2017/05/05/podcasts/the-daily/health-care-vote-french-elections.html
2017-05-04T09:33:34Z,2017-05-04,"Thursday, May 4, 2017","Our reporter describes being inside the room as James B. Comey, the director of the F.B.I., gave his first public remarks about his handling of Hillary Clinton’s emails, saying he was “mildly nauseous” over the idea that he might have tipped the presidential election. And with a fiercely conservative governor leading the fight, is Kentucky about to become the only state in America without a single abortion clinic? Guests: Matt Apuzzo; Sheryl Gay Stolberg. For more information on today’s episode, visit http://nyti.ms/2pgdxVy.",https://www.nytimes.com/2017/05/04/podcasts/the-daily/the-daily-comey-mildly-nauseous-over-idea-he-swayed-votes.html
2017-05-03T09:52:47Z,2017-05-03,"Wednesday, May 3, 2017","The lines being drawn in Washington aren’t entirely partisan. Are Democrats and Republicans in Congress banding together to block the president? Plus: We discuss the White House’s on-again off-again relationship with Russia. Guests: Carl Hulse, who covers Congress; Julie Davis, a White House correspondent; Peter Baker, a White House correspondent. For more information on today’s episode, visit http://nyti.ms/2pNzK0u.",https://www.nytimes.com/2017/05/03/podcasts/the-daily/the-daily-who-won-on-the-bipartisan-budget-deal.html
2017-05-02T09:59:58Z,2017-05-02,"Tuesday, May 2, 2017","President Trump shocked his own team when he invited the authoritarian leader of the Philippines to visit the White House. Now he says he’s open to meeting the leader of North Korea. Why does he do it? Plus: The Times interviews Ivanka Trump. Guests: Maggie Haberman; Jodi Kantor and Rachel Abrams. For more information on today’s episode, visit http://nyti.ms/2qz8Czd.",https://www.nytimes.com/2017/05/02/podcasts/the-daily/ivanka-trump-duterte.html
2017-05-01T09:59:07Z,2017-05-01,"Monday, May 1, 2017","My colleague gives the view from inside Venezuela and describes his cross-country road trip there that captures the story of a country on the brink of collapse. Guest: Nicholas Casey, an international correspondent for The New York Times. For more information on today’s episode, visit http://nyti.ms/2qz8Czd.",https://www.nytimes.com/2017/05/01/podcasts/the-daily/venezuela-road-trip.html
2017-04-28T09:51:42Z,2017-04-28,"Friday, April 28, 2017","What we can learn about this administration from the taxes it hopes to cut. Plus, we look at three big moments from the week. Guests: Jesse Drucker, a business reporter at The Times; Jennifer Steinhauer, who covers Congress; Adam Liptak, who covers the Supreme Court; and Sheryl Sandberg, the chief operating officer of Facebook. For more information on today’s episode, visit nytimes.com/thedaily.",https://www.nytimes.com/2017/04/28/podcasts/the-daily/trump-tax-plan-sheryl-sandberg.html
2017-04-27T09:44:38Z,2017-04-27,"Thursday, April 27, 2017","One hundred days. It’s undeniably an arbitrary number. But a lot has happened in that time. We check in with past Daily guests about the Trump presidency so far. Guests: David Green, the head of Hobby Lobby, who took a fight over conservative values all the way to the Supreme Court; Dr. Mitch Jacques, a doctor in coal country whose patients hate Obamacare — but may need it most; and Mark Napier, an Arizona sheriff on the Mexican border, where illegal immigration is part of the landscape. For more information on today’s episode, visit nytimes.com/thedaily.",https://www.nytimes.com/2017/04/27/podcasts/the-daily/the-daily-100-days-in.html
2017-04-26T09:55:26Z,2017-04-26,"Wednesday, April 26, 2017","A Times investigation into the chief executive of Uber, Travis Kalanick, finds that his drive to win has plunged the company into its most sustained set of crises since its founding. Guest: Mike Isaac, a technology reporter who has exposed many of the recent controversies involving Uber. For more information on today’s episode, visit http://nyti.ms/2p6PmLu.",https://www.nytimes.com/2017/04/26/podcasts/the-daily/uber-travis-kalanick.html
2017-04-25T09:41:17Z,2017-04-25,"Tuesday, April 25, 2017","Congress needs to pass a budget. President Trump wants to use that budget to finance his signature domestic policy. Is the United States government about to shut down over the border wall? Guests: Jennifer Steinhauer and Jonathan Weisman, reporters at The New York Times. For more information on today’s episode, visit http://nyti.ms/2oL35W1.",https://www.nytimes.com/2017/04/25/podcasts/the-daily/the-daily-the-border-wall-and-the-threat-of-a-government-shutdown.html
2017-04-24T10:07:38Z,2017-04-24,"Monday, April 24, 2017","A special episode: James Comey and the 2016 election. It’s the behind-the-scenes story of how the F.B.I. director handled investigations into Hillary Clinton and Donald Trump and shaped the presidential race. Guest: Matt Apuzzo, one of the reporters behind the Times investigation into Mr. Comey. For more information on today’s episode, visit http://nyti.ms/2pvfyRr.",https://www.nytimes.com/2017/04/24/podcasts/the-daily/the-daily-james-comey-and-the-2016-election.html
2017-04-21T09:41:38Z,2017-04-21,"Friday, April 21, 2017","Marine Le Pen wants to “make France French again.” We look at the first round of the country’s presidential election on Sunday, and its many parallels to the presidential election in the United States last year — including signs of meddling by Russia. Guests: Adam Nossiter, a New York Times reporter based in Paris; Andrew Higgins, a Times reporter in Russia. For more information on today’s episode, visit nytimes.com/thedaily.",https://www.nytimes.com/2017/04/21/podcasts/the-daily/the-daily-the-french-election-explained.html
2017-04-20T09:40:36Z,2017-04-20,"Thursday, April 20, 2017","Fox News’s biggest star is out of a job two and a half weeks after a Times investigation into sexual harassment allegations. We talk to one of the two reporters who are most responsible — perhaps responsible — for Bill O’Reilly’s ouster. Guests: Emily Steel, who spent months investigating allegations against Mr. O’Reilly; and Jim Rutenberg, the media columnist for The Times. For more information on today’s episode, visit nytimes.com/thedaily.",https://www.nytimes.com/2017/04/20/podcasts/the-daily/the-daily-bill-oreillys-ouster.html
2017-04-19T09:43:04Z,2017-04-19,"Wednesday, April 19, 2017","Why so many of President Trump’s advisers are urging him to break a major promise on climate change. And the view from inside Scott Pruitt’s Environmental Protection Agency, where staff members are rebelling against their new boss. Guests: Coral Davenport, who writes about energy and the environment for The New York Times; Mike Cox, a former E.P.A. official. For more information on today’s episode, visit nytimes.com/thedaily.",https://www.nytimes.com/2017/04/19/podcasts/the-daily/trump-paris-climate-accord.html
2017-04-18T09:35:47Z,2017-04-18,"Tuesday, April 18, 2017","What did we learn about the newest member of the Supreme Court, Justice Neil Gorsuch, from his first day on the job? And why would a democratic country voluntarily make itself more authoritarian? Guests: Adam Liptak, our Supreme Court reporter; and Patrick Kingsley, a foreign correspondent based in Turkey. For more information on today’s episode, visit http://nyti.ms/2oryRGw.",https://www.nytimes.com/2017/04/18/podcasts/the-daily/neil-gorsuchs-first-day.html
